#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_000964.3	2222340	2222534	+	939168	yonP	BSU21030	NP_389986.1	64	-	hypothetical protein BSU21030
chr	NC_000964.3	2222574	2225093	+	939167	yonO	BSU21040	NP_389987.1	839	-	hypothetical protein BSU21040
chr	NC_000964.3	2225337	2225615	+	939170	yonN	BSU21050	NP_389988.1	92	-	DNA-binding protein HU 2
chr	NC_000964.3	2227297	2227488	+	939166	yonK	BSU21060	NP_389989.1	63	-	hypothetical protein BSU21060
chr	NC_000964.3	2227505	2228722	+	939163	yonJ	BSU21070	NP_389990.2	405	-	hypothetical protein BSU21070
chr	NC_000964.3	2228756	2229166	-	939164	yonI	BSU21080	NP_389991.1	136	-	hypothetical protein BSU21080
chr	NC_000964.3	2229385	2229885	+	939160	yonH	BSU21090	NP_389992.1	166	-	hypothetical protein BSU21090
chr	NC_000964.3	2229988	2230908	+	939165	yonG	BSU21100	NP_389993.1	306	-	hypothetical protein BSU21100
chr	NC_000964.3	2230895	2232664	+	939161	yonF	BSU21110	NP_389994.1	589	-	hypothetical protein BSU21110
chr	NC_000964.3	2232682	2234202	+	939162	yonE	BSU21120	NP_389995.1	506	-	hypothetical protein BSU21120
chr	NC_000964.3	2234233	2235669	+	939159	yonD	BSU21130	NP_389996.1	478	-	hypothetical protein BSU21130
chr	NC_000964.3	2235694	2236230	+	939157	yonC	BSU21140	NP_389997.1	178	-	hypothetical protein BSU21140
chr	NC_000964.3	2236269	2237285	+	939155	yonB	BSU21150	NP_389998.1	338	-	hypothetical protein BSU21150
chr	NC_000964.3	2237321	2237791	+	939158	yonA	BSU21160	NP_389999.1	156	-	hypothetical protein BSU21160
chr	NC_000964.3	2237806	2238201	+	939156	yomZ	BSU21170	NP_390000.1	131	-	hypothetical protein BSU21170
chr	NC_000964.3	2238198	2238452	+	939154	yomY	BSU21180	NP_390001.1	84	-	hypothetical protein BSU21180
chr	NC_000964.3	2238436	2239086	+	939153	yomX	BSU21190	NP_390002.1	216	-	hypothetical protein BSU21190
chr	NC_000964.3	2239083	2239589	+	939150	yomW	BSU21200	NP_390003.1	168	-	hypothetical protein BSU21200
chr	NC_000964.3	2239586	2240296	+	939149	yomV	BSU21210	NP_390004.1	236	-	hypothetical protein BSU21210
chr	NC_000964.3	2240339	2241136	+	939146	yomU	BSU21220	NP_390005.1	265	-	hypothetical protein BSU21220
chr	NC_000964.3	2241154	2241765	+	8302922	youA	BSU21229	YP_003097751.1	203	-	hypothetical protein BSU21229
chr	NC_000964.3	2241765	2241992	+	939151	yomT	BSU21230	NP_390006.1	75	-	hypothetical protein BSU21230
chr	NC_000964.3	2242056	2242412	+	939152	yomS	BSU21240	NP_390007.1	118	-	hypothetical protein BSU21240
chr	NC_000964.3	2242414	2243631	+	939147	yomR	BSU21250	NP_390008.1	405	-	hypothetical protein BSU21250
chr	NC_000964.3	2243642	2243992	+	939142	yomQ	BSU21260	NP_390009.1	116	-	hypothetical protein BSU21260
chr	NC_000964.3	2243989	2244180	+	939148	yomP	BSU21270	NP_390010.1	63	-	hypothetical protein BSU21270
chr	NC_000964.3	2244230	2244730	+	939140	yomO	BSU21280	NP_390011.1	166	-	hypothetical protein BSU21280
chr	NC_000964.3	2244714	2245133	+	939144	yomN	BSU21290	NP_390012.1	139	-	hypothetical protein BSU21290
chr	NC_000964.3	2245147	2246148	+	939145	yomM	BSU21300	NP_390013.1	333	-	recombinase-like protein YomM
chr	NC_000964.3	2246151	2246480	-	939141	yozP	BSU21310	NP_390014.1	109	-	hypothetical protein BSU21310
chr	NC_000964.3	2246656	2247342	-	939143	yomL	BSU21320	NP_390015.1	228	-	hypothetical protein BSU21320
chr	NC_000964.3	2247367	2247543	-	8303116	youB	BSU21329	YP_003097752.1	58	-	hypothetical protein BSU21329
chr	NC_000964.3	2247889	2248335	+	939137	yomK	BSU21330	NP_390016.1	148	-	hypothetical protein BSU21330
chr	NC_000964.3	2248417	2249100	+	939133	yomJ	BSU21340	NP_390017.1	227	-	membrane protein
chr	NC_000964.3	2249154	2256011	+	939138	yomI	BSU21350	NP_390018.2	2285	-	transglycosylase YomI
chr	NC_000964.3	2256062	2256820	+	939139	yomH	BSU21360	NP_390019.1	252	-	hypothetical protein BSU21360
chr	NC_000964.3	2256832	2259459	+	939135	yomG	BSU21370	NP_390020.1	875	-	hypothetical protein BSU21370
chr	NC_000964.3	2259475	2260296	+	939134	yomF	BSU21380	NP_390021.1	273	-	hypothetical protein BSU21380
chr	NC_000964.3	2260333	2262267	+	939136	yomE	BSU21390	NP_390022.1	644	-	hypothetical protein BSU21390
chr	NC_000964.3	2262437	2263261	+	939131	yomD	BSU21400	NP_390023.1	274	-	hypothetical protein BSU21400
chr	NC_000964.3	2263489	2264592	+	939130	blyA	BSU21410	NP_390024.1	367	-	N-acetylmuramoyl-L-alanine amidase BlyA
chr	NC_000964.3	2264680	2264892	+	939132	bhlA	BSU21420	NP_390025.1	70	-	holin BhlA
chr	NC_000964.3	2264903	2265169	+	939127	bhlB	BSU21430	NP_390026.1	88	-	holin-like bacteriophage SPbeta protein BhlB
chr	NC_000964.3	2265225	2265671	-	939128	bdbB	BSU21440	NP_390027.1	148	-	disulfide bond formation protein B
chr	NC_000964.3	2265668	2266936	-	939123	yolJ	BSU21450	NP_390028.1	422	-	glycosyltransferase SunS
chr	NC_000964.3	2266936	2267349	-	939129	bdbA	BSU21460	NP_390029.1	137	-	disulfide bond formation protein A
chr	NC_000964.3	2267346	2269463	-	939124	sunT	BSU21470	NP_390030.1	705	-	sublancin-168-processing and transport ATP-binding protein SunT
chr	NC_000964.3	2269521	2269691	-	939121	sunA	BSU21480	NP_390031.1	56	-	bacteriocin sublancin-168
chr	NC_000964.3	2269988	2270305	-	939125	sunI	BSU21490	NP_390032.1	105	-	hypothetical protein BSU21490
chr	NC_000964.3	2270407	2271657	-	939122	uvrX	BSU21500	NP_390033.2	416	-	UV-damage repair protein UvrX
chr	NC_000964.3	2271650	2271982	-	939126	yolD	BSU21510	NP_390034.1	110	-	hypothetical protein BSU21510
chr	NC_000964.3	2272156	2272491	+	939120	yolC	BSU21520	NP_390035.1	111	-	hypothetical protein BSU21520
chr	NC_000964.3	2272534	2272890	-	939119	yolB	BSU21530	NP_390036.1	118	-	hypothetical protein BSU21530
chr	NC_000964.3	2272896	2273363	-	939117	yolA	BSU21540	NP_390037.1	155	-	hypothetical protein BSU21540
chr	NC_000964.3	2273989	2274522	-	939118	yokL	BSU21550	NP_390038.1	177	-	N-acetyltransferase YokL
chr	NC_000964.3	2274558	2275136	-	939116	yokK	BSU21560	NP_390039.1	192	-	hypothetical protein BSU21560
chr	NC_000964.3	2275200	2275697	-	939114	yokJ	BSU21570	NP_390040.1	165	-	hypothetical protein BSU21570
chr	NC_000964.3	2275706	2277421	-	939115	yokI	BSU21580	NP_390041.2	571	-	hypothetical protein BSU21580
chr	NC_000964.3	2277521	2278078	-	939111	yokH	BSU21590	NP_390042.1	185	-	hypothetical protein BSU21590
chr	NC_000964.3	2278602	2279675	-	939112	yokG	BSU21600	NP_390043.1	357	-	pesticidal crystal protein-like YokG
chr	NC_000964.3	2279977	2280867	+	939113	yokF	BSU21610	NP_390044.1	296	-	endonuclease
chr	NC_000964.3	2280881	2281363	+	939108	yokE	BSU21620	NP_390045.1	160	-	hypothetical protein BSU21620
chr	NC_000964.3	2281667	2282485	+	939106	yokD	BSU21630	NP_390046.1	272	-	aminoglycoside N(3\')-acetyltransferase-like protein YokD
chr	NC_000964.3	2283136	2283651	-	939109	yokC	BSU21640	NP_390047.1	171	-	hypothetical protein BSU21640
chr	NC_000964.3	2283858	2284568	-	939110	yokB	BSU21650	NP_390048.1	236	-	lipoprotein
chr	NC_000964.3	2284771	2286408	+	939105	yokA	BSU21660	NP_390049.1	545	-	resolvase homolog YokA
chr	NC_000964.3	2287097	2287528	-	939102	yppQ	BSU21680	NP_390051.1	143	-	peptide methionine sulfoxide reductase MsrB
chr	NC_000964.3	2287529	2288062	-	939099	msrA	BSU21690	NP_390052.1	177	-	peptide methionine sulfoxide reductase MsrA
chr	NC_000964.3	2288194	2288619	+	939103	ypoP	BSU21700	NP_390053.1	141	-	MarR family transcriptional regulator
chr	NC_000964.3	2288669	2290006	-	939104	dinF	BSU21710	NP_390054.1	445	-	multidrug resistance protein
chr	NC_000964.3	2290078	2290272	-	939101	ypmT	BSU21720	NP_390055.1	64	-	hypothetical protein BSU21720
chr	NC_000964.3	2290285	2290848	-	939100	ypmS	BSU21730	NP_390056.1	187	-	hypothetical protein BSU21730
chr	NC_000964.3	2290858	2291625	-	939097	ypmR	BSU21740	NP_390057.1	255	-	hypothetical protein BSU21740
chr	NC_000964.3	2291703	2292284	-	939098	scuA	BSU21750	NP_390058.2	193	-	SCO1 protein homolog
chr	NC_000964.3	2292432	2292683	-	939096	ypmP	BSU21760	NP_390059.1	83	-	hypothetical protein BSU21760
chr	NC_000964.3	2292769	2294037	-	939093	ilvA	BSU21770	NP_390060.1	422	-	threonine dehydratase
chr	NC_000964.3	2294286	2295281	+	939094	yplP	BSU21780	NP_390061.1	331	-	sigma L-dependent transcriptional regulator YplP
chr	NC_000964.3	2295302	2295943	+	939095	yplQ	BSU21790	NP_390062.1	213	-	hemolysin-3 homolog
chr	NC_000964.3	2295982	2296602	-	939090	ypkP	BSU21800	NP_390063.2	206	-	hypothetical protein BSU21800
chr	NC_000964.3	2296603	2297109	-	939091	dfrA	BSU21810	NP_390064.1	168	-	dihydrofolate reductase
chr	NC_000964.3	2297106	2297900	-	939092	thyA	BSU21820	NP_390065.1	264	-	thymidylate synthase
chr	NC_000964.3	2297984	2298517	-	939087	ypjQ	BSU21830	NP_390066.1	177	-	hypothetical protein BSU21830
chr	NC_000964.3	2298535	2299146	-	939089	ypjP	BSU21840	NP_390067.1	203	-	hypothetical protein BSU21840
chr	NC_000964.3	2299406	2300179	-	939088	ypiP	BSU21850	NP_390068.2	257	-	hypothetical protein BSU21850
chr	NC_000964.3	2300221	2300655	-	939085	yphP	BSU21860	NP_390069.1	144	-	hypothetical protein BSU21860
chr	NC_000964.3	2300762	2302438	-	939084	ilvD	BSU21870	NP_390070.2	558	-	dihydroxy-acid dehydratase
chr	NC_000964.3	2302727	2303860	-	939082	ypgR	BSU21880	NP_390071.1	377	-	hypothetical protein BSU21880
chr	NC_000964.3	2303920	2304537	-	939080	ypgQ	BSU21890	NP_390072.1	205	-	hypothetical protein BSU21890
chr	NC_000964.3	2304553	2305035	-	939086	bsaA	BSU21900	NP_390073.1	160	-	glutathione peroxidase homolog BsaA
chr	NC_000964.3	2305378	2306283	+	939083	metA	BSU21910	NP_390074.2	301	-	homoserine O-succinyltransferase
chr	NC_000964.3	2306514	2307662	+	939081	ugtP	BSU21920	NP_390075.1	382	-	processive diacylglycerol glucosyltransferase
chr	NC_000964.3	2307905	2308105	+	939079	cspD	BSU21930	NP_390076.1	66	-	cold shock protein CspD
chr	NC_000964.3	2308157	2308339	-	939076	degR	BSU21940	NP_390077.1	60	-	regulatory protein DegR
chr	NC_000964.3	2308495	2308764	+	939078	ypzA	BSU21950	NP_390078.1	89	-	hypothetical protein BSU21950
chr	NC_000964.3	2308792	2308974	-	939077	ypeQ	BSU21960	NP_390079.1	60	-	hypothetical protein BSU21960
chr	NC_000964.3	2308967	2309647	-	939073	ypeP	BSU21970	NP_390080.2	226	-	hypothetical protein BSU21970
chr	NC_000964.3	2309730	2310419	+	939075	ypdP	BSU21980	NP_390081.1	229	-	hypothetical protein BSU21980
chr	NC_000964.3	2310419	2310817	+	939074	ypdQ	BSU21990	NP_390082.1	132	-	14.7 kDa ribonuclease H-like protein
chr	NC_000964.3	2310859	2310987	+	2914255	sspL	BSU22000	YP_054584.1	42	-	small acid-soluble spore protein L
chr	NC_000964.3	2310995	2311885	-	939070	exoA	BSU22010	NP_390083.1	296	-	5\'-3\' exonuclease
chr	NC_000964.3	2311986	2312132	-	8302979	ypzF	BSU22019	YP_003097753.1	48	-	hypothetical protein BSU22019
chr	NC_000964.3	2312207	2312464	-	939067	ypbS	BSU22020	NP_390084.1	85	-	hypothetical protein BSU22020
chr	NC_000964.3	2312529	2316110	-	939071	ypbR	BSU22030	NP_390085.1	1193	-	hypothetical protein BSU22030
chr	NC_000964.3	2316446	2316952	-	939072	ypbQ	BSU22040	NP_390086.1	168	-	hypothetical protein BSU22040
chr	NC_000964.3	2316956	2318053	-	939069	bcsA	BSU22050	NP_390087.1	365	-	chalcone synthase
chr	NC_000964.3	2318127	2319443	-	939068	pbuX	BSU22060	NP_390088.1	438	-	xanthine permease
chr	NC_000964.3	2319440	2320024	-	939064	xpt	BSU22070	NP_390089.1	194	-	xanthine phosphoribosyltransferase
chr	NC_000964.3	2320355	2321860	-	939061	ypwA	BSU22080	NP_390090.1	501	-	metalloprotease YpwA
chr	NC_000964.3	2321972	2322964	-	939065	kdgT	BSU22090	NP_390091.1	330	-	2-keto-3-deoxygluconate permease
chr	NC_000964.3	2323009	2323599	-	939066	kdgA	BSU22100	NP_390092.1	196	-	KHG/KDPG aldolase
chr	NC_000964.3	2323601	2324575	-	939058	kdgK	BSU22110	NP_390093.1	324	-	2-dehydro-3-deoxygluconokinase
chr	NC_000964.3	2324613	2325632	-	939063	kdgR	BSU22120	NP_390094.1	339	-	LacI family transcriptional regulator
chr	NC_000964.3	2325854	2326681	+	939062	kduI	BSU22130	NP_390095.1	275	-	4-deoxy-l-threo-5-hexosulose-uronate ketol-isomerase
chr	NC_000964.3	2326683	2327447	+	939059	kduD	BSU22140	NP_390096.1	254	-	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
chr	NC_000964.3	2327488	2329413	-	939060	ypvA	BSU22150	NP_390097.1	641	-	ATP-dependent helicase YpvA
chr	NC_000964.3	2329515	2329706	-	939055	yptA	BSU22160	NP_390098.1	63	-	hypothetical protein BSU22160
chr	NC_000964.3	2329870	2330022	+	8303061	ypzG	BSU22169	YP_003097754.1	50	-	hypothetical protein BSU22169
chr	NC_000964.3	2330075	2331232	-	939057	ypsC	BSU22170	NP_390099.1	385	-	RNA methyltransferase YpsC
chr	NC_000964.3	2331779	2332075	-	939054	ypsB	BSU22180	NP_390100.1	98	-	cell cycle protein GpsB
chr	NC_000964.3	2332153	2332782	-	939056	ypsA	BSU22190	NP_390101.2	209	-	hypothetical protein BSU22190
chr	NC_000964.3	2332784	2333011	-	939051	cotD	BSU22200	NP_390102.1	75	-	spore coat protein D
chr	NC_000964.3	2333324	2334565	-	939050	yprB	BSU22210	NP_390103.1	413	-	hypothetical protein BSU22210
chr	NC_000964.3	2334581	2336830	-	939052	yprA	BSU22220	NP_390104.1	749	-	ATP-dependent helicase YprA
chr	NC_000964.3	2336933	2337439	-	939046	ypqE	BSU22230	NP_390105.1	168	-	PTS system transporter subunit IIA YpqE
chr	NC_000964.3	2337577	2337996	+	939048	ypqA	BSU22240	NP_390106.1	139	-	hypothetical protein BSU22240
chr	NC_000964.3	2338017	2338394	-	939049	yppG	BSU22250	NP_390107.1	125	-	hypothetical protein BSU22250
chr	NC_000964.3	2338582	2338770	+	939045	yppF	BSU22260	NP_390108.1	62	-	hypothetical protein BSU22260
chr	NC_000964.3	2338809	2339180	-	939047	yppE	BSU22270	NP_390109.1	123	-	hypothetical protein BSU22270
chr	NC_000964.3	2339226	2339471	-	939042	yppD	BSU22280	NP_390110.1	81	-	hypothetical protein BSU22280
chr	NC_000964.3	2339670	2339774	+	2914288	sspM	BSU22290	YP_054585.1	34	-	small acid-soluble spore protein M
chr	NC_000964.3	2339799	2340761	-	939043	yppC	BSU22300	NP_390111.1	320	-	hypothetical protein BSU22300
chr	NC_000964.3	2340802	2341422	+	939039	recU	BSU22310	NP_390112.1	206	-	holliday junction resolvase RecU
chr	NC_000964.3	2341444	2344188	+	939044	ponA	BSU22320	NP_390113.1	914	-	penicillin-binding protein 1A/1B
chr	NC_000964.3	2344264	2344758	-	939041	ypoC	BSU22330	NP_390114.1	164	-	hypothetical protein BSU22330
chr	NC_000964.3	2344755	2345414	-	939036	nth	BSU22340	NP_390115.1	219	-	endonuclease III
chr	NC_000964.3	2345433	2346131	-	939040	dnaD	BSU22350	NP_390116.1	232	-	DNA replication protein DnaD
chr	NC_000964.3	2346224	2347516	-	939038	asnC	BSU22360	NP_390117.1	430	-	asparagine--tRNA ligase
chr	NC_000964.3	2347660	2348841	-	939037	aspB	BSU22370	NP_390118.1	393	-	aspartate aminotransferase
chr	NC_000964.3	2348864	2349349	-	939035	ypmB	BSU22380	NP_390119.1	161	-	hypothetical protein BSU22380
chr	NC_000964.3	2349358	2349528	-	939034	ypmA	BSU22390	NP_390120.1	56	-	hypothetical protein BSU22390
chr	NC_000964.3	2349671	2352466	-	939031	dinG	BSU22400	NP_390121.1	931	-	ATP-dependent helicase DinG homolog
chr	NC_000964.3	2352592	2352975	-	939033	panD	BSU22410	NP_390122.1	127	-	aspartate 1-decarboxylase
chr	NC_000964.3	2352977	2353837	-	939030	panC	BSU22420	NP_390123.1	286	-	pantothenate synthetase
chr	NC_000964.3	2353839	2354672	-	939032	panB	BSU22430	NP_390124.1	277	-	3-methyl-2-oxobutanoate hydroxymethyltransferase
chr	NC_000964.3	2354918	2355895	-	939028	birA	BSU22440	NP_390125.1	325	-	bifunctional protein BirA
chr	NC_000964.3	2355880	2357073	-	939025	cca	BSU22450	NP_390126.1	397	-	CCA-adding enzyme
chr	NC_000964.3	2357078	2358211	-	939029	ypjH	BSU22460	NP_390127.1	377	-	glycosyltransferase YpjH
chr	NC_000964.3	2358208	2358918	-	939026	ypjG	BSU22470	NP_390128.2	236	-	deacetylase YpjG
chr	NC_000964.3	2358911	2359324	-	939027	mgsA	BSU22480	NP_390129.1	137	-	methylglyoxal synthase
chr	NC_000964.3	2359340	2360143	-	939024	dapB	BSU22490	NP_390130.1	267	-	4-hydroxy-tetrahydrodipicolinate reductase
chr	NC_000964.3	2360155	2360490	-	939022	ypjD	BSU22500	NP_390131.1	111	-	hypothetical protein BSU22500
chr	NC_000964.3	2360630	2361502	+	939023	ypjC	BSU22510	NP_390132.2	290	-	hypothetical protein BSU22510
chr	NC_000964.3	2361544	2362338	-	939020	ypjB	BSU22520	NP_390133.1	264	-	hypothetical protein BSU22520
chr	NC_000964.3	2362407	2362964	-	939018	ypjA	BSU22530	NP_390134.1	185	-	hypothetical protein BSU22530
chr	NC_000964.3	2363111	2363878	-	939021	qcrC	BSU22540	NP_390135.1	255	-	menaquinol-cytochrome c reductase cytochrome b/c subunit
chr	NC_000964.3	2363913	2364587	-	939019	qcrB	BSU22550	NP_390136.1	224	-	menaquinol-cytochrome c reductase cytochrome b subunit
chr	NC_000964.3	2364589	2365092	-	939017	qcrA	BSU22560	NP_390137.1	167	-	menaquinol-cytochrome c reductase iron-sulfur subunit
chr	NC_000964.3	2365235	2365681	-	939015	ypiF	BSU22570	NP_390138.1	148	-	hypothetical protein BSU22570
chr	NC_000964.3	2365736	2366275	-	939016	ypiB	BSU22580	NP_390139.1	179	-	hypothetical protein BSU22580
chr	NC_000964.3	2366347	2367618	-	939012	ypiA	BSU22590	NP_390140.1	423	-	TPR repeat-containing protein YpiA
chr	NC_000964.3	2367954	2369240	-	939014	aroE	BSU22600	NP_390141.1	428	-	3-phosphoshikimate 1-carboxyvinyltransferase
chr	NC_000964.3	2369251	2370366	-	939013	tyrA	BSU22610	NP_390142.1	371	-	prephenate dehydrogenase
chr	NC_000964.3	2370415	2371497	-	939009	hisC	BSU22620	NP_390143.2	360	-	histidinol-phosphate aminotransferase
chr	NC_000964.3	2371508	2372311	-	939011	trpA	BSU22630	NP_390144.1	267	-	tryptophan synthase alpha chain
chr	NC_000964.3	2372304	2373506	-	939010	trpB	BSU22640	NP_390145.2	400	-	tryptophan synthase beta chain
chr	NC_000964.3	2373487	2374134	-	939006	trpF	BSU22650	NP_390146.3	215	-	N-(5\'-phosphoribosyl)anthranilate isomerase
chr	NC_000964.3	2374139	2374888	-	939004	trpC	BSU22660	NP_390147.3	249	-	indole-3-glycerol phosphate synthase
chr	NC_000964.3	2374881	2375897	-	939007	trpD	BSU22670	NP_390148.2	338	-	anthranilate phosphoribosyltransferase
chr	NC_000964.3	2375869	2377416	-	939008	trpE	BSU22680	NP_390149.1	515	-	anthranilate synthase component 1
chr	NC_000964.3	2377632	2378015	-	939005	aroH	BSU22690	NP_390150.1	127	-	chorismate mutase AroH
chr	NC_000964.3	2378012	2379100	-	939001	aroB	BSU22700	NP_390151.1	362	-	3-dehydroquinate synthase
chr	NC_000964.3	2379100	2380272	-	939000	aroF	BSU22710	NP_390152.3	390	-	chorismate synthase
chr	NC_000964.3	2380347	2381117	-	939003	cheR	BSU22720	NP_390153.2	256	-	chemotaxis protein methyltransferase
chr	NC_000964.3	2381354	2381803	-	938997	ndk	BSU22730	NP_390154.1	149	-	nucleoside diphosphate kinase
chr	NC_000964.3	2381919	2382965	-	939002	hepT	BSU22740	NP_390155.1	348	-	heptaprenyl diphosphate synthase component 2
chr	NC_000964.3	2382907	2383608	-	938999	ubiE	BSU22750	NP_390156.1	233	-	demethylmenaquinone methyltransferase
chr	NC_000964.3	2383615	2384370	-	938998	hepS	BSU22760	NP_390157.1	251	-	heptaprenyl diphosphate synthase component 1
chr	NC_000964.3	2384534	2384761	-	938996	mtrB	BSU22770	NP_390158.1	75	-	transcription attenuation protein MtrB
chr	NC_000964.3	2384783	2385355	-	938994	folE	BSU22780	NP_390159.1	190	-	GTP cyclohydrolase 1
chr	NC_000964.3	2385543	2385821	-	938995	hbs	BSU22790	NP_390160.1	92	-	DNA-binding protein HU 1
chr	NC_000964.3	2386195	2387673	-	938991	spoIVA	BSU22800	NP_390161.1	492	-	stage IV sporulation protein A
chr	NC_000964.3	2387854	2388588	-	938992	yphF	BSU22810	NP_390162.1	244	-	hypothetical protein BSU22810
chr	NC_000964.3	2388610	2388813	-	938993	yphE	BSU22820	NP_390163.1	67	-	hypothetical protein BSU22820
chr	NC_000964.3	2389151	2390188	-	938989	gpsA	BSU22830	NP_390164.1	345	-	glycerol-3-phosphate dehydrogenase
chr	NC_000964.3	2390206	2391516	-	938988	engA	BSU22840	NP_390165.1	436	-	GTPase Der
chr	NC_000964.3	2391670	2391864	-	8303000	ypzH	BSU22849	YP_003097755.1	64	-	hypothetical protein BSU22849
chr	NC_000964.3	2391861	2392754	-	938990	seaA	BSU22850	NP_390166.1	297	-	hypothetical protein BSU22850
chr	NC_000964.3	2392751	2393350	-	938987	yphA	BSU22860	NP_390167.1	199	-	hypothetical protein BSU22860
chr	NC_000964.3	2393422	2393559	+	8303059	ypzI	BSU22869	YP_003097756.1	45	-	hypothetical protein BSU22869
chr	NC_000964.3	2393602	2394651	-	938985	fni	BSU22870	NP_390168.3	349	-	isopentenyl-diphosphate delta-isomerase
chr	NC_000964.3	2394664	2395812	-	938986	rpsA	BSU22880	NP_390169.1	382	-	30S ribosomal protein S1 homolog
chr	NC_000964.3	2396045	2396719	-	938982	cmk	BSU22890	NP_390170.1	224	-	cytidylate kinase
chr	NC_000964.3	2396798	2396974	-	938983	ypfB	BSU22900	NP_390171.1	58	-	hypothetical protein BSU22900
chr	NC_000964.3	2397019	2397672	-	938984	dgrA	BSU22910	NP_390172.1	217	-	c-di-GMP receptor protein
chr	NC_000964.3	2397765	2399117	-	938981	ypeB	BSU22920	NP_390173.1	450	-	sporulation protein YpeB
chr	NC_000964.3	2399152	2400069	-	938979	sleB	BSU22930	NP_390174.1	305	-	spore cortex-lytic enzyme
chr	NC_000964.3	2400208	2400864	-	938978	prsW	BSU22940	NP_390175.1	218	-	protease PrsW
chr	NC_000964.3	2400984	2401958	-	938977	ypdA	BSU22950	NP_390176.2	324	-	hypothetical protein BSU22950
chr	NC_000964.3	2402067	2403350	-	938975	gudB	BSU22960	NP_390177.2	427	-	cryptic catabolic NAD-specific glutamate dehydrogenase GudB
